gene	kcore
SEPTIN8	233
IAPP	438
CAMKMT	252
CHP1	48
CRHR1	438
GAP43	281
HIGD1A	374
MAP6	258
MAP6D1	252
MARCKS	396
MYLK3	529
MYLK4	529
NCALD	158
NRGN	395
PPEF2	277
PPM1E	324
PPP1R12B	225
PTPRA	359
SCTR	599
SLC9A6	255
SNTA1	174
LGR4	395
KATNA1	242
PHLDB2	323
PLEKHA7	204
DUSP6	388
KBTBD7	396
MLC1	271
CAPN10	145
CAPN11	145
CAPN12	145
CAPN15	396
CAPN5	145
CAPN6	145
CAPN7	145
CAPN9	145
CARMIL1	162
TRIOBP	298
HEL-S-86	160
CARD6	396
IL18	396
NLRP4	396
VAC14	248
RNF34	396
TNLG4A	184
DBNL	267
GAS2	396
GZMM	365
SLK	338
TNS4	368
UNC5A	347
WNK3	396
CASR	438
CD63	272
GJA4	73
POPDC2	220
POPDC3	220
SGCA	50
SGCE	129
CD33	378
CD5	378
FGF10	396
FGF16	396
FGF18	396
FGF19	396
FGF22	396
FGF3	396
FGF7	396
KITLG	472
KLB	396
PTPRC	386
SH3GL1	365
SH3GLB2	368
SPRY4	378
UBE2G1	396
DDR2	395
GRID2	122
TRIM33	396
UBXN7	396
TBCB	240
CCDC92	396
DSTYK	262
CXCL11	472
CCM2	320
KRIT1	393
CDT1	343
SPICE1	219
CETN1	365
NEK3	396
CCPG1	383
CXCL2	425
CXCL3	423
CXCL6	417
PPBP	417
GPR18	417
RGS7	396
RGS9	399
CCZ1B	116
MON1A	145
CD101	288
CD151	195
FLJ00308	368
PIK3AP1	383
FCGR3B	329
CIB1	228
CTLA4	368
ICOSLG	381
TPCN2	123
TRAT1	387
ICOS	366
SIRPA	354
NCF4	354
IGSF8	264
USP44	235
HOMER3	206
CDC42SE1	357
CDC42SE2	354
HEMGN	368
KIFC3	261
KLK7	165
MEP1B	266
MGAT3	383
PTPRT	160
SNX1	242
CDH10	265
CDH6	163
CDH9	179
CDH12	208
CDH18	208
CDH7	216
DGCR2	129
CDH4	215
PTPRO	336
CDH20	374
CDH24	296
PKP4	117
CDHR5	374
INPP5F	192
PI4K2A	206
PI4K2B	205
PIK4CA	192
SACM1L	193
DKFZP686G14213	359
EEF2K	346
STK17A	396
VCPIP1	396
MAP3K2	363
MYT1	396
NKD2	254
NEFH	301
SEMA3A	156
CEP68	289
NCKAP5L	248
CDKL1	396
MLL2	310
RNF123	396
INCA1	268
GAS2L1	252
CEACAM8	294
EID1	396
PCYT1B	396
PLAC8	386
PTGES2	396
SLC2A4RG	396
ZIM2	396
ZNF280D	396
CENPW	159
HJURP	174
MIS18A	162
MIS18BP1	159
RSF1	260
KIFC1	133
TRAPPC12	122
CENPV	357
CEP350	299
PPP1R16B	306
KIZ	289
SPART	308
NEK1	196
SSH1	224
ERLEC1	396
LHB	423
CHD6	396
CHGB	298
CHKA	394
CHKB	393
DENND1B	118
DENND1C	118
DENND2A	122
DENND3	115
DENND4A	263
DENND4B	122
DENND5A	116
DENND5B	122
DENND6A	122
DENND6B	122
HPS1	115
HPS4	116
RAB12	115
RAB31	116
RAB3IL1	126
RABIF	116
RIN2	205
SBF1	122
SBF2	114
STAMBP	303
KNSTRN	248
ZFYVE28	369
LYVE1	264
SLC9A3	170
CHRFAM7A	342
ZBP1	396
STMN2	181
ZBTB49	396
CITED4	396
SLAIN2	252
CLC	396
MPIG6B	354
CLIC4	396
FTL	260
CLIP-170	248
DNAH1	252
DNAH5	226
DNAH8	226
HEL-36	252
CLIP2	252
FCGR2C	261
FAM107A	225
CLTRN	240
DYNC2H1	197
CMTM8	386
SLC24A1	354
GNAT2	429
CNKSR1	365
CNP	252
CNR2	438
PTPRZ1	318
NID2	111
DDR1	351
RNF139	396
PLEKHO1	342
RGS19	428
CORO1C	354
CORT	423
HOMER2	191
CPA4	396
PMCH	438
CPLANE1	252
CRB1	71
CRB3	71
GREB1	396
JMY	396
CRHR2	438
CRIP1	396
DOCK5	369
ID4	301
TXK	378
GAREM1	378
MAP4K5	354
PLEKHA1	332
PAFAH1B3	330
PID1	396
HSPB2	324
PTPN2	472
FLT3LG	369
PDGFD	340
PGF	462
IGF-I	389
SIT1	369
TFF2	378
TFF3	396
FAM83D	345
FAM83H	163
MAP1B	252
PDAP1	396
PDLIM5	179
SOX13	395
EID2	396
HOXC10	396
VRTN	396
PKP3	129
CTNNBIP1	374
CXADR	358
IGFBP2	398
LRRC1	396
PTK7	249
PTPN14	328
RANBP3	384
VEZT	374
FBXL2	396
IREB2	396
KCTD5	396
DBR1	344
JAML	263
DPP8	85
GPR183	432
CXXC4	287
NOX3	354
NOXO1	354
LTB4R	438
TMEM108	204
POR	396
FFAR2	438
FFAR3	438
GNRHR2	438
GPR132	438
GPR143	438
GPR17	433
GPR39	438
GPR68	438
GRPR	419
HCRT	438
HCRTR2	438
MCHR1	438
MCHR2	438
MLN	438
MLNR	438
NMS	438
NMU	438
NMUR1	434
NMUR2	434
NPFF	438
NPFFR1	438
NPFFR2	438
NPS	438
NPSR1	438
P2RY11	438
P2RY6	438
PROK1	438
PROK2	438
PROKR1	438
QRFP	438
QRFPR	438
TAC1	438
TAC3	438
TACR2	438
TACR3	438
TRHR	438
UTS2	438
UTS2B	438
UTS2R	438
DAAM2	368
MIB1	396
DRP2	68
POMGNT1	54
POMGNT2	54
POMT1	54
POMT2	54
DAP	206
UNC5C	354
DCBLD2	386
DSCAM	358
NTN4	129
PITPNA	354
SLIT3	363
UNC5D	358
DCHS2	62
TMPRSS6	149
TUBB8B	252
SAMHD1	370
USP24	396
DDIAS	396
FAM98A	386
MCM3AP	336
UBA7	396
DEF6	369
DENR	396
DEPP1	396
RNF103	396
SELENOS	396
TMEM129	396
TRIM13	396
SYNM	92
DESI1	392
DHCR24	396
DIRAS1	354
DIRAS2	357
NSFL1C	396
UBXN11	396
DTX4	396
RWDD1	293
GPER	396
GPER1	434
DKFZP667A016	333
IGSF5	128
MARVELD2	194
PRAM1	232
DKFZP686F1789	354
DKFZP686J08252	184
DKFZP762N1113	102
RSPO1	396
PLAA	89
LRFN1	159
LRFN2	141
NETO1	116
SIPA1L1	181
ELAVL3	252
GDA	169
GPR85	132
GRIN3B	539
MAPK8IP2	288
SEMA4C	179
SEMA4F	185
SLC6A2	396
ZDHHC15	132
SGCG	103
SGCZ	78
GARNL3	270
DNASE2	355
SNX33	189
DOCK4	358
SNX18	214
ELMO3	272
GFRA2	368
GFRA4	368
NRTN	368
PSPN	368
DOK3	375
DOK7	27
DOP1B	386
GHRH	599
DRAM2	396
DRAXIN	150
PTGDR	599
PTGIR	599
DUSP10	396
DUSP14	342
DUSP15	369
DUSP16	396
DUSP8	354
DUSP18	335
DUSP19	339
DUSP21	336
DUSP4	385
DUSP7	381
DUSP5	377
DUSP9	389
PTPN21	354
DUX1	354
MAP3K12	348
MYRFL	273
PRICKLE4	276
TMEM88	245
MORC3	258
RAPGEF6	223
DYRK1B	357
DZIP1L	122
NUSAP1	289
ECSCR	229
EDIL3	303
HCAR1	425
HCAR2	425
HCAR3	425
NPY1R	417
SUCNR1	425
LMBR1	396
RGS3	432
INSRR	356
GPM6B	386
GPNMB	358
GPRC5A	396
GPRC5B	396
LAMP1	396
NLRP10	389
NUCKS1	396
PRSS42P	386
RAPH1	387
S100A7	396
SERPINB12	386
TBRG4	396
KBTBD2	396
KDM7A	396
ZBTB37	396
HOXB2	396
SERPINB1	272
HMGN4	376
ELMSAN1	378
KLHL8	396
EMILIN1	274
EML3	289
EMP2	258
ENGASE	396
ENTR1	76
FAM3B	396
FIG4	396
FOXO3B	396
GATM	396
GPCPD1	396
GTF2I	384
HEXB	388
HMOX2	396
KLF7	396
LHX6	396
LMCD1	396
MFSD10	396
MN1	396
MYNN	396
MYSM1	396
NAV2	396
P2RX5	396
PARP15	396
PRUNE2	396
SASH1	396
SELENOW	396
SHF	396
SOAT2	396
SOHLH2	396
SS18L1	396
ST8SIA2	396
SULF1	396
TCIM	396
TMEFF2	396
TMEM150C	396
TMEM214	396
TRERF1	396
TSPAN1	396
VAMP5	362
WWC2	340
ZBED2	396
ZNF225	472
ZNF257	472
ZNF280B	396
ZNF300	472
ZNF74	472
ZNF793	472
EPM2A	396
MYO15A	70
USP45	396
ERP29	383
NDRG2	396
ZNF239	396
SALL2	301
WASH2P	117
MISP	134
TCF25	335
GP1BA	354
GP5	368
GP9	354
GPR20	291
GPR55	415
POLN	396
NUCB1	396
FAM83A	396
FAM89B	87
HSD17B12	396
ZNHIT3	335
FBLIM1	217
TTI1	301
FCERI	386
FCHSD2	265
SCN1A	599
FGFR1OP2	396
FLJ00017	599
SORBS2	314
FOXN3	309
HEBP1	438
FREM1	262
FREM2	262
PCDHJ	62
FRMD5	123
SUMO4	357
WDPCP	130
FYB2	354
PTPN5	396
ZNRF3	396
TMA16	299
SGMS1	383
UGCG	375
GAL	438
GAS2L2	248
GPR150	599
GLP2R	599
GNL1	196
PLEKHF2	141
RAB24	135
RAB3B	252
RAB4B	130
GLRA2	122
PLA2G7	252
SLC35E1	182
PLA2G4B	438
PLA2G4C	433
PLA2G4D	438
PLA2G4E	438
PLA2G4F	438
RGS13	429
RGS16	432
RGS17	429
RGS18	429
RGS21	428
RGS4	432
RGS5	429
S1PR2	438
S1PR5	428
PSCD3	599
RXFP4	433
GPSM2	423
INSL5	423
MMP17	423
NPB	438
NPBWR1	438
NPBWR2	438
NPW	438
NPY2R	438
NPY5R	423
OXER1	438
OXGR1	438
P2RY12	438
P2RY13	438
P2RY14	438
P2RY4	438
PAQR5	599
PNOC	438
PPY	423
PTGDR2	438
PYY	423
RGS10	396
RGS11	396
RGS12	396
RGS20	396
RGS6	396
RGS8	396
RLN3	423
RXFP1	425
TAS1R1	599
TAS1R2	438
TAS1R3	438
TAS2R1	438
TAS2R10	438
TAS2R13	438
TAS2R14	438
TAS2R16	438
TAS2R19	438
TAS2R20	438
TAS2R3	438
TAS2R30	438
TAS2R31	438
TAS2R38	438
TAS2R39	438
TAS2R4	438
TAS2R40	438
TAS2R41	438
TAS2R42	438
TAS2R43	438
TAS2R45	438
TAS2R46	438
TAS2R5	438
TAS2R50	438
TAS2R60	438
TAS2R7	438
TAS2R8	438
TAS2R9	438
MRGPRX1	599
NUCB2	396
RIC8B	396
RXFP2	438
GPBAR1	599
GPHB5	599
GPR176	599
GPR27	599
GPR83	438
GPR84	599
INSL3	438
MC5R	599
PTH2	599
PTH2R	438
RLN2	438
SCT	599
TAAR1	599
GOLGA6B	165
GOLGA6C	165
GOLGA6D	165
GOLGA8A	165
GOLGA8CP	165
GOLGA8DP	165
GOLGA8F	165
GOLGA8H	165
GOLGA8IP	165
GOLGA8J	165
GOLGA8K	165
GOLGA8M	165
GOLGA8N	165
GOLGA8O	165
GOLGA8R	165
GOLGA8S	165
GOLGA8T	165
GOLPH3L	184
LY6D	256
GPN2	365
GPR3	342
PTPN23	254
SH2D4A	240
HCN2	368
HCST	368
PANX2	368
SHKBP1	378
THEMIS	386
GRIPAP1	213
RSU1	360
HACD3	313
HACE1	354
PP7052	315
HERC2P3	396
HERC3	396
HGFAC	118
RANBP10	359
HLC4	102
RAPGEF5	340
RASA3	354
HZGJ	289
MARCKSL1	323
INPP4A	282
INPP4B	126
PIP4P1	254
PIP4P2	269
SYT5	152
PODXL	163
SIPA1L3	118
ZNF296	353
POLI	396
REV1	365
RECQL5	252
THEMIS2	231
LGR5	396
PPP1R15B	396
RANBP1	284
KCTD20	298
USP15	396
KIF18B	252
RUSC1	329
KIF5B-ALK	102
KIF5B-ALK_K17	102
KIF5B-RET(NM_020630)_K15	102
KIF5B-RET(NM_020630)_K16	102
KIF5B-RET(NM_020630)_K22	102
KIF5B-RET(NM_020630)_K23	102
KIF5B-RET(NM_020630)_K24	102
KIF5B-RET(NM_020975)_K15	102
KIF5B-RET(NM_020975)_K16	102
KIF5B-RET(NM_020975)_K22	102
KIF5B-RET(NM_020975)_K23	102
KRTDAP	395
SV2A	86
SV2B	101
SV2C	83
MINK1	183
MAP4K3	354
RSPO2	396
RSPO3	396
RSPO4	396
LGR6	396
STAC	352
SPATA24	178
STK33	109
TAF7L	365
REV3L	396
MAGEH1	239
MAP3K6	352
MAP3K20	361
MARVELD3	129
NRK	357
TPD52L1	174
STK10	357
PCYT1A	396
PTPRR	396
NEFM	301
MAPKBP1	260
PRR5L	181
RSN	248
UBAC1	396
MEIKIN	289
MMRN2	148
MTSS2	354
PDZRN3	204
TOM1L2	368
N4BP1	396
SCFD2	146
SHROOM2	323
RASSF7	255
NYAP1	369
NYAP2	369
SCNN1A	396
SCNN1B	396
SCNN1G	396
SCNN1D	396
UCHL3	396
NEURL3	396
SCHIP1	102
NME3	272
NME4	396
SPRTN	396
ZNF56	255
ZNF626	255
ZNF66	255
ZNF723	255
OTUD3	229
OTUD7A	396
OTULIN	396
SHPRH	396
PEX1	396
PEX26	396
ZFAND6	396
RCAN2	368
PLEKHF1	57
STOX1	289
TPPP	331
TPPP2	298
TPPP3	289
PPP1R11	299
PPP1R16A	298
PPP1R2B	298
PPP1R7	396
YLPM1	323
PREX2	368
RAP1GAP2	539
TRPA1	187
RNF144A	396
PTCRA	302
SP110	472
TBC1D20	165
RAP1GDS1	354
RNF152	396
USP5	396
SLC25A41	39
XPO7	311
SIPA1L2	145
RASGEF1C	30
STMN3	101
STMN4	117
STMND1	87
RCN2	359
RNASE2	251
RNF182	396
RNF220	396
ROBO4	58
TRIM56	396
UBA6	396
UBE2Q2	396
SEPTIN14	146
TRAK1	311
SRGAP2C	47
TMEM160	396
ZFAND5	396
TRUB1	289
UBFD1	396
ANXA2	317
PAK7	79
CDC42EP1	223
AOC3	364
PTPN22	305
TUB	599
METAP2	218
TEP1	396
RPL28	271
PLCB1	599
CHAT	160
AFAP1	190
HABP4	333
FEZ2	178
RRM2B	379
RPS6	327
RPLP0	346
SLC9A5	189
SSTR3	599
SLC6A9	177
HIST1H4A	100
CEBPZ	365
SH3PXD2A	261
PTGS2	396
ZNF148	396
VRK1	354
CDC14A	323
CDC14B	324
WWOX	396
SHISA5	396
GNL3	343
TAF9B	374
PRIM1	331
TP53INP1	350
TP53RK	396
PLAGL1	396
BANP	374
EIF2S3	255
CEACAM1	354
EIF4B	255
GABRA1	177
SCAMP1	80
FOXL2	251
PAK1IP1	343
RAB13	489
PPM1D	396
ZNHIT1	314
STRA13	291
PHACTR3	117
POLDIP3	308
COASY	44
KRT10	317
NQO1	396
PPP2R2B	472
THAP8	374
TRIAP1	373
CRIPAK	389
NMT2	343
KIR2DL3	231
SMYD2	395
FBXO11	385
ICMT	185
ERAS	134
TIE1	281
SLC9A2	169
ELMO1	354
GCA	223
MPHOSPH8	185
TSFM	166
TCP10	28
CETN2	368
HCFC1R1	169
PARVB	263
TFIP11	322
RPL29	278
DOCK8	298
PCBP4	170
VTI1B	129
STK17B	384
SLC9A4	161
CAMK2N2	173
GGN	237
UGGT1	217
UGGT2	160
ZNF33A	472
HSFX1	215
STX18	224
KCNRG	180
ZNF567	472
MPZ	169
PRPSAP2	161
HN1	164
C21orf45	160
GLS	352
CEP97	268
RBM24	161
-	374
DSG3	200
MYOT	354
PPAP2C	111
FAM101B	145
RGL2	331
ELF2	244
GRM4	599
ATP2B1	539
GRM8	599
SIGLEC10	301
H3F3B	107
SRP72	289
GOLGA3	90
PDE5A	396
PARG	193
GORASP1	239
STK24	119
UBE4B	206
SARS2	184
PDE10A	539
GATAD2A	278
LZTS1	396
HIST2H2AC	291
OGFOD2	107
TELO2	245
C1orf174	158
FAM135B	75
NDUFV2	481
PLEKHA4	197
ITPKB	352
PSPC1	277
ETHE1	193
EID2B	396
MYL3	172
FLNA	365
KAT5	396
XK	289
GOLGA5	135
FAM173A	129
SLC1A1	225
RFC5	395
CRELD1	117
CCDC106	155
COX17	165
TRDMT1	143
GSTM4	155
ILF2	365
RPL10	356
KCNE1	539
DLX3	365
AVPR1A	438
GPM6A	168
ADD3	539
OGG1	365
SPAG1	164
CD163	395
SDPR	177
KCNE4	169
THOC5	352
ENTPD5	164
GFPT1	164
PRKCA	599
DYSF	79
HMGCR	241
LGALS13	162
UNC119	222
PPA1	188
CCT7	308
USP20	372
UBR1	304
TK1	284
PCDHA4	195
ARL15	82
CSPG4	169
PAPSS1	386
PTPN4	113
RRM1	298
SYTL1	93
C1orf103	197
CCHCR1	365
CRADD	238
TUBB4	255
SNX5	232
POLE2	203
C14orf1	148
CCL18	330
MAPKAP1	325
ZNF24	256
HSPE1	244
SULT1E1	155
DLEU1	155
NADK	107
ANXA7	164
ADCY5	599
DDIT4	395
PRKRIP1	245
UMPS	49
RPS28	255
ARSE	36
EEF1G	263
HARS	239
TBC1D3F	237
PDE6G	324
CDC42EP3	298
LYPLA1	106
PLA1A	396
S100A4	331
SH2D1A	323
PEX2	223
TSPAN6	199
KIFAP3	233
INA	331
STRBP	92
WDR62	252
ARIH1	396
CKMT2	164
EIF2AK2	472
STAU1	285
PPP1R14A	281
WWC1	118
GRM5	599
ARL3	121
CDKN2C	348
BNIPL	201
PGGT1B	113
PRKRIR	58
PNMA1	166
GABRA4	91
MARK4	266
UBE2B	396
EXOC5	222
RPL7A	255
PSTPIP1	162
GRK7	243
LIN7C	123
KIF3A	225
C3orf10	84
CASC3	365
CBX8	324
NOXA1	102
PKN3	102
TNRC4	68
ARL2	167
MRPS12	121
SEPT7	274
POLR3F	223
KLHL20	291
ALDH2	83
GSTO1	110
HNRNPH3	273
NDUFA4L2	539
PDCD5	365
S100A8	346
PNP	184
C16orf74	94
SNRPN	365
ZFP64	82
SEPHS1	82
CETN3	250
TP53I3	396
RBM5	365
CARS	66
BRIX1	255
ST3GAL4	57
KLK10	133
C9orf25	53
FAM195A	74
AAGAB	83
CYB561D2	80
RUFY3	82
FKBPL	374
HYLS1	51
MRPL38	96
ITFG2	103
SEZ6	21
ADAP2	66
MRPS6	132
RPL37A	255
GRIP2	335
ESPN	22
HSP90AB2P	291
ABP1	33
LARS	104
PDE6D	117
PRKCG	599
HSPA8	396
HSP90AB1	472
MAPK1	599
PPP2CA	472
RIN1	365
AKT1	550
ERMN	69
LDB3	323
SYNPO2	378
TRIM32	396
HSP90AA1	396
GDF15	250
TGFBR3	233
RASL11B	225
LRG1	396
PDPK1	389
MMP10	93
TJP2	272
DKFZP451O0517	319
KSR1	354
MARK3	352
AGPAT5	396
F2RL3	393
AIPL1	396
AHSP	228
AIFM2	396
AK5	317
CBY1	365
DEPTOR	280
LNPEP	298
MRC2	394
MST1	289
MST1R	359
NUAK1	396
PDPK2P	354
SERPINB5	382
TBC1D4	319
RALGAPA2	289
ENO1	365
ENO2	298
ENO3	298
ENO4	317
SAT2	396
GATA4	360
MPDZ	107
PPP3R1	325
APE1	101
CLHC1	286
NTHL1	396
HPR	83
MAST1	330
APOH	114
KLC4	346
PPFIBP2	365
SGK3	376
RAB11FIP2	289
CYTH1	117
CYTH3	72
TBC1D22B	289
ARHGEF10	339
ARHGEF10L	396
CLEC4M	194
SIK1	396
MASTL	337
H3-2	273
H3-3B	273
H3F3AP6	273
GSS	396
ATAD3A	317
CRTC3	363
LRRN2	298
ZNF420	472
MEX3B	358
PKB-LIKE	343
RBPMS	365
CSNK1G1	539
NAT8	270
PKP1	152
BCL2L12	396
NMT1	396
GEM	305
STK35	228
STEAP3	396
EDARADD	270
BRSK1	298
PEG3	396
BRINP1	396
BRSK2	271
BRWD3	263
SLC7A11	396
SIK3	319
CADM3	48
CRTAM	20
CALM2	324
ITPKA	341
CAMKV	317
CAPG	396
PPFIBP1	298
ST14	283
ZFYVE9	366
F2RL1	396
RCHY1	396
CDK18	365
CD109	204
CD226	281
CD82	396
RPRM	231
MLF1	324
CEP128	396
CEP170	359
CILP	396
TJP3	44
TSPAN4	44
EPCAM	396
COQ7	396
PATJ	290
TSSK4	367
CSE1L	272
KIF5C	285
TCN1	19
IGFALS	472
SERPINB10	33
SERPINB3	396
SERPINB4	39
SERPINB6	140
TPSB2	72
NAV1	337
EDC3	359
DEFA5	19
HMGN2	396
DKFZP434I0812	77
EZR-ROS1	77
VIL2	77
DKFZP566D133	271
TSC1-PDGFRB	270
MPP4	18
GSKIP	304
DKFZP686P1738	307
DKFZP781A0677	396
DMWD	221
TPH1	365
TPH2	304
DUSP26	396
TSSK1B	315
EI24	396
EIF2A	396
THAP12	396
TANC2	270
PADI2	389
SCGB3A1	369
GAMT	396
TBXAS1	396
WWC3	134
FAM111A	396
STRN3	354
FARP1	303
MACC1	370
GARNL1	271
RALGAPA1	289
WDR6	89
GML	396
LTBP4	268
GIGYF1	365
TYRP1	396
P2RX1	396
LY6H	185
GPRIN2	275
MAP4	396
MICAL1	372
MYCNOS	293
NRBP1	244
GZMK	23
KMT5A	396
HEL-S-124M	313
HIPK4	396
IP6K2	396
REXO2	396
RABL2A	254
MRC1	306
TLX2	283
MADCAM1	327
KDM2A	241
KDM4D	396
LANCL1	317
LANCL2	283
MARK1	316
TBC1D1	359
PHF23	116
LTBP3	331
MEP1A	176
TIGIT	32
NPAP1	270
OSR1	321
PACS2	296
PDLIM2	381
PDXP	84
PLGRKT	92
PLEKHG6	303
PRAP1	84
REG3A	35
REG3G	15
PTTG1IP	396
RAVER1	327
REM1	365
REM2	325
RHPN1	317
RHPN2	288
RIPOR3	304
RIMS3	289
RRAD	365
SERPINA2	396
SETD9	396
ZMAT3	396
STK11IP	339
SNRK	225
ZNF302	472
STYXL1	226
TBC1D22A	212
TCEAL1	396
TP53TG5	396
USP42	396
YY2	396
ZNF385B	396
ERBB2IP	189
TOB1	344
ZBTB44	172
SOX5	282
NOTCH4	395
GLI3	518
ODZ3	149
LEMD3	252
CSH1	342
DNAJB2	304
CLK2	309
TCTA	149
PRKAR1B	539
PSG9	161
TM9SF2	149
ZBED5	149
RMND5B	302
UHRF2	395
PSG2	149
C16orf57	149
ABTB1	234
PSMD8	396
ANAPC10	382
BAZ1A	354
TSC2	396
CYP11A1	396
ZNF83	472
ARFRP1	197
PAPOLA	365
FOXO4	396
NFYC	472
ZEB1	382
TGFBRAP1	257
ZNF8	449
SRY	389
TFE3	298
KRT2	188
GSC	396
FOXH1	360
PLAG1	350
FOXO3	539
DLX1	298
ZNF521	396
BRAF	539
TMED1	249
TGIF2	383
ZEB2	391
SKI	396
LITAF	472
STAMBPL1	270
GATAD2B	319
NUP214	365
CEP250	299
SFRS16	252
CTCF	396
IL1F7	177
DCAF7	345
CDC40	365
CFDP1	389
RAB34	211
LHX9	271
SF3B2	365
SAP130	331
CSH2	365
FBXO30	363
NUAK2	395
RASL12	259
ARFGAP3	251
ARL5B	176
RAB38	258
EIF2AK4	419
FBXO34	256
HDGF	396
RAB2B	217
RTDR1	164
TSSK3	331
RPS14	307
C10orf54	204
ZDHHC4	177
JPH3	177
SASH3	299
C16orf28	237
HOXD13	365
PAPPA2	241
MTF2	396
ST5	240
TRIM62	289
ZNHIT6	291
ZNF41	472
C22orf46	162
PCDH1	244
ST6GALNAC2	177
ZNF329	177
PRDM4	379
ZFP36	415
SMAD4	396
SMAD3	396
SMAD2	396
RNF111	379
ZNF107	472
ASH1L	346
ZBTB11	43
ACVR1B	185
INPP5A	261
HAT1	298
CCNY	290
FGD6	255
CXXC5	339
PGAM5	319
PIK3C3	472
HSPA1B	467
PDE3B	539
MYCBP2	318
KIF1C	365
PPIG	345
DYRK1A	359
CPSF3	365
GREM1	307
HNRNPAB	365
BSPRY	142
SRRM2	365
SFRS13A	170
THRAP3	378
MICALL1	309
RAI14	280
UCP3	354
TESK1	204
DHX15	365
TESK2	179
MLXIP	156
PI4KB	340
PDCL2	123
SLC4A7	257
PIK3R4	258
FAM82A2	255
OSBPL3	255
LARP1	317
RALGPS2	279
C22orf9	279
SLC8A3	539
FRMD6	177
FRYL	143
STK38L	177
RIOK1	255
CS	130
AANAT	279
PFKP	396
PKIB	65
NRF1	351
CACNB1	539
ZNF354A	472
SHROOM3	133
GLUD1	183
DNM3	224
PAN2	255
PKIG	211
BCAS1	64
CCT2	363
ME2	396
MTR	372
TRIM21	396
STK25	299
JAKMIP1	272
SON	318
PRKG2	279
ANKS1A	244
HECTD1	262
NUFIP2	231
MFAP1	322
LUC7L3	343
KCNK3	301
DCP1A	294
N4BP3	244
CCS	258
TRA2A	343
CLK3	323
GBF1	304
RASSF8	354
PRPF38B	243
TMEM102	359
SH3BP4	290
SAMD4A	249
ZNF295	230
SAMD4B	233
SMCR7L	231
LSR	278
PLEKHA5	231
RPS2	302
ATP5A1	200
MAGOHB	365
SH3BP5L	236
C16orf80	230
SAPS3	230
GTPBP4	289
CRTC1	370
USP37	319
CTPS	230
LMO7	395
CKAP2	255
SLC25A3	272
LRCH3	230
HSPB6	272
KCNK9	304
KCNK15	223
PFKFB2	365
CAB39	158
DDX18	195
MARK2	183
WEE1	343
PVRL4	69
STK38	192
CDK16	304
SLC8A2	539
EPB41L3	229
TSC1	343
KLC3	353
CRTC2	395
NLGN2	133
PVR	150
PVRL1	23
PVRL3	16
PLCB3	599
FOXE1	102
SNRNP200	365
MPRIP	171
KCNJ15	599
STRADA	156
PRDM16	363
MSI1	55
PNMA6A	12
LENG1	12
INADL	52
APP	438
HDAC4	422
KPNA1	337
MDM2	396
RAN	365
CLTC	396
CLTCL1	392
PIN1	396
PRKACA	599
RARA	396
VIM	396
HSPA2	354
MAPK3	599
CDKN1A	472
CDKN1B	396
ITGB4	368
PPP2CB	472
SHC1	472
TRIM28	421
WWTR1	374
YAP1	396
HIST3H3	369
CTNNA3	269
HSPA5	396
NR3C1	536
PPP1CA	396
AURKA	396
CSNK1D	535
CSNK1E	539
PPP2R1A	519
IKBKB	396
AKT2	472
AKT3	472
H3-3A	396
H3C1	396
HIST2H3A	396
PEBP1	386
FOXO1	539
BAD	536
HSP90B1	386
PPP2R5A	359
PPP2R5C	396
PPP2R5D	362
PPP2R5E	348
TRAP1	316
AKT1S1	517
GAB2	472
HSPA9	358
IKBKG	396
MAPT	396
MLST8	270
PPP2R2A	467
PPP2R2C	472
PPP2R5B	365
PPP4C	533
PPP6C	353
RPTOR	315
CSNK1G2	539
GABARAP	463
PPP3CC	337
CSNK1G3	539
ARAF	539
MCM2	370
H3F3C	273
GRP94C	289
HSP90AA2P	289
HSP90AA4P	289
HSP90AA5P	289
HSP90AB3P	289
HSP90AB4P	289
HSP90AF	289
HSP90B2P	289
HSP90BF	289
TRA1	289
CDC25C	539
KRT18	386
TNFAIP3	372
EEF1A1	359
C1QBP	354
CAD	291
DDX17	396
CDK11B	330
MAP3K7IP1	184
PRKDC	396
CHEK1	365
CAMKK1	286
SVIL	348
PRMT1	425
ING1	396
NOLC1	358
CENPJ	289
EWSR1	365
HDAC7	408
PNN	311
HSPD1	396
NUMBL	240
ATP5B	225
KIF1B	345
PRLR	458
PRKCQ	472
PRPF40A	365
HSPA1A	285
PRKCB	599
CLK1	312
PRMT5	395
GSK3A	532
PABPC1	331
RABEP1	167
SRPK1	365
SPTBN1	328
CDC5L	365
TRA2B	365
BCLAF1	317
LUC7L2	311
KIAA0408	211
PKP2	208
ERC1	342
PPFIA1	191
CLINT1	233
RAB11FIP5	231
HTRA1	111
GPSM1	578
DISC1	252
DFFA	212
ACIN1	277
RNPS1	365
HNRNPM	365
BAT1	124
MCM5	282
PRPF4B	322
ALB	186
SFRS3	159
HNRNPH1	365
SRRM1	365
SF3B3	365
PUF60	365
P4HB	214
TAF15	365
LBR	268
APOBEC1	196
KHSRP	327
APOA1	330
BMP1	123
KLKB1	204
NFKB1	539
RELA	539
STAT1	472
STAT3	472
MUC1	396
AGO2	365
DDX20	346
HMGA1	396
ISG15	440
PHAX	365
PIAS3	472
PML	472
SUMO1	421
SUMO2	396
TOP2A	395
UBE2I	396
CASP1	386
CASP10	278
CASP2	266
CASP4	192
