gene	nr_patients	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	degree	closeness	betweenness	eigenvector	kcore	clusteringcoeff	leverage	information	bridging	average_neighbors	class
CCDC68	51.0	1.0	0.0	0.0	0.0	47.0	3.0	0.0	0.0	0.0	0.0051003727195448895	0.404202458041496	3.901584967732169e-07	0.0003512095833119816	77	0.8138528138528138	-0.7841	0.001976768346549753	3.8402571329864655e-08	775.8846153846154	
KPNA7	18.0	0.0	1.0	0.0	0.0	16.0	1.0	0.0	0.0	0.0	0.026024978748447003	0.4735701235561887	2.9635048724775926e-05	0.002310893049361911	278	0.3621381466526588	-0.147	0.002873904198275691	7.598132044212897e-08	762.3341708542714	
ARRDC3	49.0	6.0	3.0	3.0	0.0	32.0	3.0	0.0	2.0	0.0	0.009154515137644674	0.4309465438047736	1.142474115948835e-05	0.0012534820992107568	140	0.581294964028777	-0.6214	0.002387194363267669	3.284367695542035e-07	856.9571428571429	
ITGB6	84.0	3.0	0.0	0.0	1.0	74.0	4.0	0.0	2.0	0.0	0.04250310599620742	0.4770118527760449	4.469589283674443e-05	0.004571096401683632	307	0.2597368732961953	0.1438	0.0030027184269463656	3.6541230504698967e-08	643.5230769230768	
SRARP	16.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	1.0	0.0	0.01314326816190414	0.4630734292202877	2.1603708034215007e-06	0.0026651570546479013	191	0.5333333333333333	-0.5627	0.0025931270733226684	3.150444816618167e-08	1223.0099502487562	
TOMM6	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0007846727260838293	0.3383407079646017	5.421031883341493e-09	1.627026069420613e-05	12	0.9393939393939394	-0.5565	0.0006078289458871003	1.1928070420393619e-09	164.0	
USP44	58.0	3.0	0.0	1.0	0.0	47.0	7.0	0.0	0.0	0.0	0.015824233309357224	0.4513606044507408	3.561554101542569e-06	0.0017262523602014374	235	0.4594492644285175	-0.4971	0.0026829506807326264	3.919668007502525e-08	976.0537190082644	driver
NMT1	51.0	3.0	1.0	1.0	0.0	42.0	3.0	0.0	1.0	0.0	0.07794415745766038	0.5086138087002794	0.0002909162023883875	0.01301682922982946	396	0.22241052862914812	0.1539	0.003103075365666045	1.2218055522695176e-07	1092.6610738255033	
CST7	10.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	1.0	0.005558098476427124	0.4403651232434923	5.917845080575665e-06	0.00046138538471445536	80	0.2717086834733893	-0.5946	0.00204060813915931	2.2569145828469802e-07	584.6941176470589	
LCE5A	31.0	2.0	0.0	1.0	0.0	25.0	3.0	0.0	0.0	0.0	0.0009808409076047864	0.3131629602326248	4.764099482723902e-06	9.43126967974978e-07	13	0.961904761904762	-0.0464	0.0004480832571175408	3.2879021244089086e-07	30.13333333333333	
KRBA2	35.0	0.0	1.0	0.0	0.0	31.0	3.0	0.0	0.0	0.0	0.040018309030275284	0.4940556955482329	1.6435582198609853e-05	0.009712883726692934	396	0.3925419595006579	-0.23399999999999999	0.002990127900966755	3.527120112789119e-08	1331.9297385620914	
MAP4K5	56.0	3.0	2.0	1.0	0.0	46.0	3.0	0.0	1.0	0.0	0.031452298437193486	0.4865888192433739	1.7392300109055695e-05	0.006686741740970197	354	0.3487092862092862	-0.3063	0.0029303844355227393	5.3343704265397355e-08	1342.9792099792098	
TIAM2	225.0	7.0	1.0	2.0	0.0	202.0	6.0	0.0	6.0	1.0	0.023801739357876155	0.4665202403831488	1.302130381016675e-05	0.0037706106302881908	298	0.657009657009657	-0.2822	0.0028444458567949576	4.752008424825021e-08	970.1208791208792	
NUP43	42.0	2.0	0.0	0.0	0.0	37.0	2.0	0.0	0.0	1.0	0.0527038514352972	0.4791940841010215	6.184420415693562e-05	0.0037163964805294273	343	0.3160303931692431	0.1928	0.003044521609109088	4.1276245554221705e-08	640.5	
KCNS3	71.0	3.0	1.0	0.0	0.0	63.0	4.0	0.0	0.0	0.0	0.051984568103053685	0.4852609868316674	0.00016907934838867374	0.016239545692359785	539	0.7910302108581658	-0.0999	0.0030418428528204674	1.5458920034174475e-07	1149.6125786163525	
PLEKHM2	55.0	0.0	0.0	0.0	0.0	52.0	2.0	0.0	1.0	0.0	0.007585169685477014	0.4290483671866233	1.395865953775695e-05	0.0004905443301846187	102	0.5388305847076462	-0.4498	0.0022610808441556533	1.6283839668564225e-07	613.5689655172414	
DDN	56.0	2.0	2.0	1.0	0.0	49.0	2.0	0.0	0.0	0.0	0.0005231151507225528	0.36387646331017415	3.2378350188282372e-09	4.41687698996617e-05	8	0.7142857142857143	-0.8627	0.00044591541415525096	4.775599319201242e-09	617.875	
CUZD1	67.0	1.0	1.0	0.0	0.0	55.0	5.0	0.0	4.0	1.0	0.006277381808670634	0.4463285080551016	6.459095010790439e-07	0.0014765298694738745	95	0.7774122807017544	-0.7337	0.002131789667975628	3.4240083713118664e-08	1427.25	
C1QTNF5	22.0	2.0	4.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0025501863597724448	0.43490501649414176	9.013877536794802e-06	0.0002538728022750138	38	0.6612685560053981	-0.6568	0.0014092535556384346	3.1725490856172253e-07	781.8461538461537	
EIF5AL1	11.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0013731772706467012	0.3714146933819065	6.13973785096219e-07	7.079444627707508e-05	21	0.4047619047619048	-0.6759	0.0009537778717162898	1.1626128756525626e-07	376.61904761904765	
CD1D	84.0	0.0	2.0	0.0	0.0	71.0	7.0	0.0	4.0	0.0	0.013927940887987971	0.4470199643389553	1.5556451096632953e-05	0.0019180605014008	173	0.376561254318363	-0.3694	0.002620979352704534	9.1041913732117e-08	802.3849765258217	
CLDN15	23.0	2.0	0.0	0.0	0.0	20.0	0.0	0.0	1.0	0.0	0.012816321192702543	0.4718023076448448	1.0977595375613514e-05	0.002046381184764741	160	0.3290423861852433	-0.4082	0.0025789676467284093	8.953429660132515e-08	1104.5714285714287	
GAS2L3	68.0	1.0	0.0	0.0	0.0	59.0	7.0	0.0	1.0	0.0	0.0102661348329301	0.4548509904229374	2.141952048923597e-06	0.0009508941768772277	156	0.6621754042136208	-0.573	0.0024565918571962672	4.7297314778292535e-08	852.7070063694267	
CACNA2D4	169.0	3.0	0.0	0.0	0.0	144.0	17.0	0.0	5.0	0.0	0.045380239325181454	0.4762097527558074	1.111459732600144e-05	0.01363974246181751	539	0.6917798819816111	-0.1505	0.0030164551892949442	1.788636448286909e-08	1101.5806916426511	
SSC4D	34.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.007977506048518929	0.4093524987285527	1.4064090604316535e-07	0.0008145473019783847	122	0.9437745562931852	-0.6032	0.002298109512344811	4.473108332182127e-09	644.1967213114754	
PSG2	106.0	2.0	0.0	1.0	0.0	93.0	9.0	0.0	1.0	0.0	0.010004577257568823	0.4729696294921754	0.00013191296931514148	0.002039754153583848	149	0.6191950464396285	-0.6223	0.0024377901205994944	6.823828335922029e-07	1355.3071895424835	
VAV1	124.0	1.0	2.0	1.0	0.0	105.0	11.0	0.0	4.0	0.0	0.12319361799516118	0.5136188077246012	0.0006219344565209584	0.01678905200680161	417	0.16932820531901818	0.5069	0.00314907479727736	7.213252362357473e-08	707.0658174097665	driver
FAAP20	14.0	2.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.02125155299810371	0.4606602807398036	6.61021026015284e-06	0.002895778500203539	277	0.7061538461538461	-0.3954	0.002804445913505876	3.7026037350925656e-08	1025.8615384615384	
KCNAB3	22.0	1.0	0.0	0.0	0.0	20.0	0.0	0.0	1.0	0.0	0.0035964166612175506	0.3594800432513751	1.687288657097014e-06	0.00014562902069748389	42	0.6579124579124579	-0.17300000000000001	0.001671984149594765	3.182090644291542e-08	191.03636363636363	
ZBTB1	52.0	4.0	2.0	1.0	1.0	41.0	3.0	0.0	0.0	0.0	0.015039560583273394	0.4771904643035447	4.644413611970847e-06	0.0031665567933701717	216	0.4157205240174672	-0.5521	0.0026594560899383985	5.12499116660034e-08	1485.0565217391306	
ZNF366	99.0	1.0	0.0	0.0	0.0	91.0	6.0	0.0	1.0	0.0	0.03570260903681423	0.4914045178496835	3.023644745924017e-05	0.007784252401735186	368	0.3237087071949457	-0.2388	0.002963234030952645	6.413362605663575e-08	1325.8608058608058	
PMEPA1	37.0	6.0	0.0	1.0	0.0	28.0	2.0	0.0	0.0	0.0	0.055580984764271237	0.5018705697033342	0.00017134179165040122	0.009765917080385959	389	0.2076075659945957	0.0383	0.003053969805899487	1.0915290183316147e-07	1121.9388235294118	
ARMT1	34.0	0.0	1.0	0.0	0.0	30.0	3.0	0.0	0.0	0.0	0.015562675733995944	0.4760170573038254	8.127239396049424e-06	0.002896027049553009	207	0.2731269723079105	-0.4729	0.002675291343687131	7.459624067268277e-08	1209.2394957983192	
SELENOM	4.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0003269469692015955	0.3316849936018392	5.867562834979577e-08	8.452395979131247e-06	4	0.8	-0.5556	0.0002638992146404235	2.5438388149829028e-08	202.0	
HORMAD1	57.0	4.0	0.0	1.0	0.0	44.0	5.0	0.0	3.0	0.0	0.0003269469692015955	0.3393241474184029	7.885441573380455e-07	1.944531773580492e-05	4	0.6	-0.493	0.0002558066396790481	2.218355605947301e-07	337.0	
BICD2	75.0	1.0	0.0	1.0	0.0	70.0	1.0	0.0	2.0	0.0	0.02556725299156477	0.4728233984664853	2.1808024154303234e-05	0.0018223741528836112	252	0.414400944324218	-0.1509	0.0028681060633445523	6.354897856784742e-08	708.3248081841432	
APOBEC3H	23.0	0.0	1.0	0.0	0.0	19.0	2.0	0.0	1.0	0.0	0.019093703001373183	0.4659800725189677	6.6869965989173446e-06	0.002982782931172991	274	0.4579626229816881	-0.4543	0.002763324303083388	5.293871744645908e-08	1123.3698630136987	
CEP83	61.0	4.0	2.0	1.0	0.0	48.0	2.0	0.0	3.0	1.0	0.022167004511868173	0.4582584202325303	8.895651795515962e-06	0.00160534626903951	252	0.5777521774798834	-0.1238	0.0028188103651826607	2.675698108434652e-08	583.6666666666666	
EGR2	54.0	7.0	1.0	2.0	0.0	41.0	3.0	0.0	0.0	0.0	0.06944353625841887	0.4980135469584473	0.00013786185283166477	0.011205644667629655	396	0.27499906814272856	0.1796	0.003087890962287581	5.548840474540207e-08	942.264595103578	driver
HSD17B12	27.0	1.0	0.0	0.0	0.0	22.0	3.0	0.0	1.0	0.0	0.06094291505917741	0.4995916500604358	5.549581270370581e-05	0.008738637186091509	396	0.3865196406098017	0.0473	0.0030688465481841635	4.1863666384550115e-08	1031.0278969957083	
ERMN	34.0	0.0	0.0	1.0	0.0	26.0	6.0	0.0	1.0	0.0	0.0048388151441836145	0.4446673645033729	8.720436578036022e-07	0.0007058550029767442	69	0.4935209181784525	-0.6125	0.0019340984580887594	3.8836003697810507e-08	927.0675675675676	
ZNF350	52.0	0.0	0.0	0.0	0.0	45.0	7.0	0.0	0.0	0.0	0.0910220362257242	0.5106176961602671	0.00019032050709760377	0.017996047927434783	472	0.3214847913929448	0.1845	0.003120936293539996	7.131741482460711e-08	1129.4647988505749	
OR5D16	121.0	0.0	3.0	0.0	0.0	112.0	6.0	0.0	0.0	0.0	0.06695873929248676	0.4914203084832905	1.00893894720417e-05	0.021719932931202952	599	0.766745708088954	-0.0283	0.003082537670063498	9.856620068685018e-09	1208.2490234375	
CLCN6	91.0	4.0	0.0	0.0	0.0	80.0	4.0	0.0	3.0	0.0	0.06133525142221932	0.5015907376430844	6.15648640885357e-05	0.013095116783388022	396	0.29216093643688856	-0.0029	0.003069964007525968	5.0367277597870486e-08	1230.1044776119404	
POLD2	39.0	1.0	0.0	1.0	0.0	36.0	1.0	0.0	0.0	0.0	0.06480088929575623	0.4925599072404019	9.046549570884556e-05	0.008424839573735212	396	0.3187719781059842	0.1267	0.003078042275700008	5.2449359322300716e-08	909.3602421796164	
NEUROD1	62.0	3.0	1.0	0.0	0.0	56.0	2.0	0.0	0.0	0.0	0.01902831360753286	0.4761800971478391	1.679882247005496e-05	0.0044652610268154464	248	0.4561677923924636	-0.4522	0.002761900492033315	1.014261870720608e-07	1355.1134020618554	
ANP32E	24.0	0.0	0.0	1.0	0.0	22.0	1.0	0.0	0.0	0.0	0.02615575753612764	0.47931423556697794	5.263371116350441e-06	0.005201916308533288	330	0.5021929824561403	-0.3599	0.002875954293107268	2.327337672940664e-08	1293.775	
CALD1	95.0	4.0	2.0	0.0	0.0	80.0	5.0	0.0	3.0	1.0	0.023736349964035838	0.4777868032991752	2.3264277202796954e-05	0.004465562613672398	281	0.2816005357441821	-0.2936	0.002843908280505955	8.834089119331703e-08	1111.2865013774106	
SPICE1	84.0	2.0	2.0	0.0	0.0	69.0	10.0	0.0	0.0	1.0	0.014908781795592756	0.4544995244888255	2.3061541605995657e-06	0.001012024832181398	219	0.5868691552670222	-0.3918	0.002654569612367615	2.107251953389563e-08	697.780701754386	
TIMM29	9.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0014385666644870204	0.40530584119580204	2.9672242854224997e-06	0.00040801122019938906	19	0.5670995670995671	-0.7240000000000001	0.0009833221464541002	4.6658189520422476e-07	1588.1818181818182	
DUSP8	27.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.02694043026221147	0.4855691379584061	5.015186980664893e-06	0.007652516436082497	354	0.5266458791014103	-0.44299999999999995	0.002885370663028305	2.534678607414158e-08	1569.3325242718447	
LEPROTL1	6.0	1.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	6.53893938403191e-05	0.32069536771027746	0.0	5.257155088728307e-06	1	0.0	-0.9945	6.392379445413391e-05	0.0	364.0	driver
REM2	31.0	2.0	0.0	0.0	0.0	26.0	3.0	0.0	0.0	0.0	0.03086379389263062	0.4894229846065222	1.9248335405706944e-05	0.005616922788142532	325	0.30624527690812914	-0.2584	0.0029251724709040213	5.7573847724962375e-08	1156.9322033898304	
PCDHB7	248.0	1.0	0.0	0.0	1.0	237.0	9.0	0.0	0.0	0.0	0.009350683319165632	0.40635047163544574	5.331709694823078e-07	0.00044290418705224407	129	0.8661479365704717	-0.242	0.002393699829017193	5.268455155606427e-09	366.20279720279717	
IL4R	110.0	2.0	1.0	1.0	0.0	94.0	9.0	0.0	1.0	2.0	0.06519322565879815	0.4886723118709059	4.866794086744219e-05	0.013370559762887604	472	0.4213362980507788	0.10300000000000001	0.003078918184802288	3.0293952177356005e-08	976.802407221665	
GLP1R	55.0	0.0	0.0	0.0	0.0	47.0	7.0	0.0	1.0	0.0	0.036029556006015824	0.4844309290759923	4.414412578746978e-05	0.008495534253102005	396	0.4427322224055437	-0.1743	0.002965260842318395	7.824103438406013e-08	1103.9274047186932	
CSTB	9.0	1.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	0.05002288628784411	0.4971716514954486	6.263219532535843e-05	0.010387321703883377	396	0.3292406665982274	-0.0727	0.003035504168405628	6.674331742276722e-08	1191.19477124183	
TIAM1	252.0	0.0	1.0	2.0	0.0	224.0	19.0	0.0	4.0	2.0	0.06336232263126923	0.4953519256308101	0.00020944260903209755	0.009275690790554195	365	0.24839017816783085	0.2259	0.0030746287314015568	8.469285447726057e-08	816.8926728586173	
PLK1	68.0	2.0	0.0	1.0	0.0	57.0	5.0	0.0	3.0	0.0	0.16680834368665404	0.5341972893670532	0.0019597520874986766	0.01724432488906653	396	0.11820108992244488	0.6176	0.0031703749622268287	1.123465255988351e-07	671.8682869462956	
FOXN4	41.0	2.0	1.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.006277381808670634	0.4500985961091327	2.2807567685670014e-06	0.001010349593521671	92	0.4041666666666667	-0.6687	0.0021310608449744287	7.777191747784074e-08	1043.8125	
CLPP	12.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	2.0	0.0	0.015039560583273394	0.4617869976145183	0.0002808892554562609	0.0009248163107277306	128	0.3968862730206949	-0.0427	0.00264906568099928	9.600495289279788e-07	548.6869565217391	
SLC35E1	19.0	0.0	0.0	1.0	0.0	16.0	1.0	1.0	0.0	0.0	0.014320277251029884	0.4631435493640218	4.9004471933662546e-05	0.0010210224695275498	182	0.3754346277910435	-0.3353	0.002634557108181321	2.7043323299375953e-07	700.7945205479452	
IGHV1OR15-9	53.0	0.0	0.0	0.0	0.0	49.0	2.0	0.0	0.0	2.0	0.01451644543255084	0.4533408430663426	6.546378893890465e-06	0.0016853211152923955	197	0.8053075700134523	-0.3965	0.002641400381056132	5.98261836638723e-08	827.4954954954953	
PGC	44.0	0.0	0.0	1.0	0.0	42.0	1.0	0.0	0.0	0.0	0.02125155299810371	0.4853996064241732	6.99990031661663e-06	0.004986090998930042	286	0.3639696106362773	-0.4818	0.002804837652830957	5.004204293365812e-08	1517.206153846154	
OR2AJ1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.04243771660236709	0.4537174390316264	1.3411843554997014e-06	0.014380564535207875	599	0.9338773802050638	-0.2491	0.0030025088674692025	3.2969777306599958e-09	1186.7688751926041	
LOXL1	26.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.003400248479696593	0.3871351542920791	1.795546772483731e-06	0.00019279765220702556	49	0.3793363499245852	-0.5911	0.0016507231924142384	9.87712028925139e-08	402.8461538461538	
CBX5	22.0	3.0	1.0	0.0	0.0	12.0	4.0	0.0	2.0	0.0	0.06807035898777218	0.4948550349469325	0.00017950196019648408	0.010191879339511729	396	0.2407780979827089	0.2114	0.0030850654779181327	6.354249451035479e-08	872.3179634966377	
UBE2S	14.0	0.0	0.0	1.0	0.0	12.0	0.0	0.0	1.0	0.0	0.03864513175962859	0.4861866158003497	1.7618309423387923e-05	0.0058278895840041004	380	0.5116235051191603	-0.1939	0.002982058146708241	3.4942484745263174e-08	1104.0270727580373	
SNTA1	35.0	2.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.014778003007912115	0.4683776913417659	4.97175957508793e-05	0.0027934704943998936	174	0.2464110127826942	-0.32	0.002649512133419916	2.1057476489799853e-07	1011.9778761061948	
TNC	237.0	4.0	2.0	0.0	0.0	214.0	12.0	0.0	5.0	0.0	0.03838357418426731	0.4825355756791721	0.00011083551190298191	0.004822566961882057	301	0.25555988394741586	0.0829	0.0029797900719988448	9.107235705350996e-08	755.5298126064737	driver
GRIN2B	317.0	1.0	1.0	0.0	0.0	295.0	15.0	0.0	5.0	0.0	0.09814948015431896	0.5048361007493479	0.0004173441098169396	0.0194812260961097	539	0.24742616033755274	0.3691	0.003128581985864893	7.631524400841897e-08	814.4270486342439	
PPP1R15A	68.0	2.0	2.0	2.0	0.0	57.0	5.0	0.0	0.0	0.0	0.03616033479369647	0.4888128875535383	6.867117810209665e-05	0.00638310498810827	346	0.2624682233928244	-0.0748	0.002966107006501298	8.75997541565468e-08	1057.1030741410486	
MTSS2	59.0	7.0	0.0	2.0	0.0	44.0	3.0	0.0	3.0	0.0	0.04067220296867848	0.4817299817299817	2.469254194495194e-05	0.006609690176261327	354	0.3698681206020784	-0.0685	0.0029934778679604358	3.792721808600868e-08	991.9614147909967	
GALNT1	50.0	1.0	0.0	0.0	0.0	43.0	4.0	0.0	2.0	0.0	0.02949061662198392	0.4808514652245001	0.0005992970120525024	0.002270788418711712	252	0.3475240206947524	-0.0057	0.0029098065196565344	8.044655799714533e-07	694.7982261640798	
SLC22A24	35.0	1.0	0.0	0.0	0.0	32.0	1.0	0.0	1.0	0.0	0.0077813378669979736	0.4584507464476287	0.00022726477948379326	0.0007928234069490351	111	0.7406352371457058	-0.4924	0.0022736970181894216	1.6455067434460003e-06	696.7647058823529	
RRP1B	55.0	1.0	0.0	0.0	0.0	49.0	5.0	0.0	0.0	0.0	0.023801739357876155	0.4802022168493108	4.175539276836048e-05	0.003569194698501032	267	0.2902854721036539	-0.2396	0.002844671239459757	1.2787346979371964e-07	1014.9423076923076	
GNG3	7.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.1101811286209377	0.4978514226186601	0.00018278435181410212	0.024644870886565688	599	0.3290892815607886	0.3745	0.0031394439107251433	3.3345321247551935e-08	851.7436201780415	
KCNJ12	146.0	2.0	0.0	0.0	0.0	140.0	4.0	0.0	0.0	0.0	0.06055057869613549	0.46431065367216207	8.446005357600079e-05	0.01695807292351639	599	0.6305107699492148	0.0304	0.003067495334827765	5.6534196243235376e-08	994.2861771058316	
EFEMP1	73.0	1.0	0.0	0.0	0.0	62.0	7.0	0.0	3.0	0.0	0.03544105146145295	0.4904274765096366	9.899277344535662e-05	0.007865910938111287	395	0.488189835687636	-0.2613	0.0029613119531256174	1.7125711568319616e-07	1312.0369003690034	
NXT2	9.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	1.0	0.0102661348329301	0.4511209439528023	9.412768286019496e-06	0.0007935811331559492	142	0.4519026620937449	-0.519	0.0024561293468000236	1.3566545366509333e-07	746.7006369426751	
ARHGAP18	68.0	4.0	3.0	0.0	0.0	48.0	6.0	0.0	6.0	1.0	0.024717190871640617	0.4711046762368308	4.4175210674431374e-05	0.0036336243404968905	298	0.6037921210335003	-0.2328	0.0028571731309692612	1.5330236761099828e-07	902.9232804232803	
DUSP23	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0011116196952854248	0.3598522283401572	1.2104558384386402e-06	6.0988120989018594e-05	15	0.2794117647058824	-0.608	0.0008111282518328607	1.8066141015814183e-07	309.23529411764713	
SHANK3	93.0	5.0	2.0	0.0	0.0	84.0	1.0	0.0	1.0	0.0	0.01673968482312169	0.4669903505557591	2.7725669849190746e-05	0.002881587176425181	199	0.3064338235294118	-0.3462	0.002707487538240252	1.5321916728802618e-07	990.234375	
MBD4	37.0	3.0	0.0	2.0	0.0	31.0	1.0	0.0	0.0	0.0	0.03439482116000785	0.4881887250207496	4.372271684950535e-05	0.005852533803017443	343	0.30536302734021364	-0.2029	0.00295386459683588	9.42463806743192e-08	1184.9619771863115	
POLQ	293.0	11.0	4.0	0.0	0.0	240.0	32.0	1.0	5.0	0.0	0.011966259072778396	0.4614804309122182	1.8050408100671459e-06	0.0017732032812455179	172	0.5994715666846815	-0.5234	0.002543251394492327	2.646079489751837e-08	1140.72131147541	driver
GAP43	64.0	1.0	2.0	0.0	0.0	56.0	4.0	0.0	0.0	1.0	0.02609036814228732	0.4845383689246562	2.9452337853134045e-05	0.004905933524978007	281	0.28347250034634325	-0.2321	0.002874968040861305	8.393283763800817e-08	1046.1478696741854	
KLHL24	74.0	1.0	1.0	1.0	0.0	69.0	2.0	0.0	0.0	0.0	0.016412737853920098	0.4604799614585529	3.8018365516859255e-06	0.0019188573539025765	235	0.6000637450199203	-0.4246	0.002699003169547819	3.1869974456163286e-08	930.1434262948208	
STMN4	32.0	3.0	0.0	0.0	0.0	24.0	3.0	0.0	1.0	1.0	0.008239063623880208	0.4567256002867041	7.5544761624961444e-06	0.0018489823156819128	117	0.406984126984127	-0.6437	0.002319723520761201	2.0709466130610358e-07	1155.9920634920634	
AHR	101.0	1.0	1.0	1.0	0.0	87.0	10.0	0.0	1.0	0.0	0.08324069835872623	0.5057710751728015	0.00026559084071824834	0.015686597458440286	472	0.3045843276171279	0.2225	0.0031108544822723264	8.267421949897872e-08	992.216810683425	
STC1	43.0	1.0	0.0	1.0	0.0	37.0	1.0	0.0	3.0	0.0	0.001307787876806382	0.3678235562931429	7.100991302792297e-08	0.0001489320980496704	20	0.7947368421052632	-0.5939	0.0009147403398975336	1.0286607048880344e-08	505.7	
PCYOX1	34.0	0.0	0.0	0.0	0.0	32.0	2.0	0.0	0.0	0.0	0.0001307787876806382	0.3053470170114208	0.0	3.805967160530641e-07	2	1.0	-0.5677	0.00010347146445643177	0.0	31.5	
ZNF679	150.0	5.0	1.0	0.0	0.0	123.0	16.0	1.0	4.0	0.0	0.059373569607009735	0.4970585367439139	5.4549140274986934e-05	0.01363844318759159	472	0.6184206052776011	-0.025	0.003064659948435482	4.862800688430925e-08	1174.0605726872247	
FAM193B	28.0	1.0	0.0	0.0	0.0	25.0	1.0	1.0	0.0	0.0	0.011900869678938077	0.4660652790052723	5.680097073723567e-06	0.0010940097834144641	151	0.6189666686904256	-0.3748	0.002539149429482067	5.768476106143203e-08	653.1648351648353	
MPP2	73.0	2.0	0.0	0.0	0.0	66.0	3.0	1.0	1.0	0.0	0.007977506048518929	0.4474908558888076	2.7975562954761656e-06	0.0012417295638558262	110	0.42419726324346296	-0.5568	0.0022977887363362965	6.570996137025551e-08	871.5327868852459	
NFYC	35.0	2.0	0.0	0.0	0.0	29.0	1.0	1.0	2.0	0.0	0.08552932714313738	0.5049694568268119	0.000126639136743895	0.01605065852412627	472	0.2925601735187382	0.23	0.003114030459630121	4.58307493670464e-08	973.0955657492353	
CD81	16.0	0.0	1.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.007519780291636697	0.4494372116260617	1.8172506774376686e-05	0.0008631474199952907	90	0.1916094584286804	-0.3867	0.002254662943265429	1.8340386598798077e-07	706.6347826086957	
POM121L2	45.0	2.0	0.0	0.0	0.0	41.0	2.0	0.0	0.0	0.0	0.01667429542928137	0.4720935975797987	8.54137026554613e-06	0.0022488254123505928	238	0.4532962791415779	-0.4655	0.002706327282419199	8.017831336600519e-08	1084.6352941176472	
DUSP12	24.0	3.0	1.0	0.0	0.0	17.0	2.0	0.0	1.0	0.0	0.03171385601255476	0.492290358924835	0.00011250683882469072	0.006737013964726376	331	0.2965493737752407	-0.1993	0.0029323417442193725	1.938856844268429e-07	1230.1649484536085	
KIF9	66.0	2.0	1.0	0.0	0.0	54.0	3.0	0.0	6.0	0.0	0.0007846727260838293	0.3963046464018243	2.134956070820608e-08	0.00014936926122840284	12	0.5606060606060606	-0.9621	0.0006305787644758331	9.123137428256946e-08	1281.5833333333333	
TRIM17	53.0	1.0	1.0	1.0	0.0	45.0	2.0	0.0	2.0	1.0	0.010593081802131695	0.4558135375994754	1.4895993871993332e-06	0.001471842646777511	152	0.6558546123763515	-0.5357	0.0024747740783691782	2.620080550198735e-08	1012.1358024691358	
RAB3IP	64.0	2.0	0.0	0.0	0.0	56.0	5.0	0.0	1.0	0.0	0.029882952985025833	0.4631435493640218	8.51762073289773e-05	0.0018649552054088821	252	0.352518330838036	0.1063	0.0029147329090142213	1.041633311314994e-07	492.89715536105035	
CD320	18.0	2.0	0.0	0.0	0.0	14.0	2.0	0.0	0.0	0.0	0.015104949977113712	0.4649600194582105	2.9738947667936443e-06	0.00397232894932633	218	0.5113118765292678	-0.5861	0.0026616106134675485	4.042491800410793e-08	1519.1774891774894	
NR3C1	64.0	2.0	2.0	1.0	0.0	50.0	8.0	0.0	1.0	0.0	0.2365788269142745	0.5585055876123001	0.002310096421543025	0.040248673211955015	536	0.12674455266444173	0.6613	0.0031883401791677818	8.132037089780209e-08	796.2009397457159	
KATNB1	49.0	0.0	0.0	0.0	1.0	42.0	4.0	0.0	2.0	0.0	0.02550186359772445	0.481335767342314	3.614348978597005e-05	0.0026019579634818887	268	0.3501153516577681	-0.2069	0.002867490223919189	1.1033807663178684e-07	848.6897435897437	
GABRA2	159.0	5.0	2.0	0.0	0.0	141.0	7.0	0.0	4.0	0.0	0.003727195448898189	0.37905564506134587	7.004780666254852e-07	0.00013718651563587983	53	0.6716791979949874	-0.4197	0.0017210983628029493	2.5184647739100605e-08	251.66666666666663	
