gene	nr_patients	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	degree	closeness	betweenness	eigenvector	kcore	clusteringcoeff	leverage	information	bridging	average_neighbors	class
TIMM23	8.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0022232393905708497	0.375638632344272	2.069177531062001e-06	0.00011008195256811699	28	0.5935828877005348	-0.4289	0.001297185717425461	1.1611688926265677e-07	298.14705882352933	
MNDA	140.0	2.0	1.0	0.0	0.0	129.0	6.0	0.0	2.0	0.0	0.0263519257176486	0.4826269448038628	8.090369328840435e-06	0.005667531016680849	343	0.4181450069750503	-0.3873	0.0028784237052534235	3.649481405595947e-08	1350.8585607940447	
CYTH4	57.0	1.0	0.0	1.0	0.0	49.0	3.0	0.0	2.0	1.0	0.013274046949584778	0.4663779695648197	7.890098837391765e-06	0.0017581708848787086	174	0.32307467199921963	-0.4415	0.0025977898873030475	8.222359452118917e-08	908.2512315270936	
NSRP1	42.0	3.0	0.0	0.0	0.0	34.0	5.0	0.0	0.0	0.0	0.024324854508598705	0.4747609586489507	1.7920877871466446e-05	0.002478215141460843	315	0.5288380720517056	-0.3092	0.002852012096820468	7.722265618305916e-08	916.8951612903226	
LRRC49	86.0	2.0	1.0	1.0	0.0	69.0	8.0	0.0	4.0	1.0	0.0003269469692015955	0.3381611533698921	0.0	1.3854461640557312e-05	5	1.0	-0.2557	0.0002134980984749542	0.0	279.6	
OTUD4	92.0	4.0	1.0	2.0	0.0	79.0	6.0	0.0	0.0	0.0	0.01085463937749297	0.4579428058092529	1.6481990011275308e-06	0.002184892209895006	163	0.3978824388462943	-0.6845	0.0024896766447792826	4.592831134942543e-08	1313.4277108433735	
OR52I1	36.0	0.0	0.0	0.0	0.0	33.0	3.0	0.0	0.0	0.0	0.06695873929248676	0.4914203084832905	1.00893894720417e-05	0.021719932931202952	599	0.766745708088954	-0.0283	0.0030825376700645353	9.856620068685016e-09	1208.2490234375	
FARP1	112.0	5.0	0.0	2.0	0.0	91.0	9.0	0.0	5.0	0.0	0.02870594389590008	0.4825203508550514	1.4314685083000268e-05	0.005454614984997066	303	0.4196960713951384	-0.2592	0.0029042321034312988	4.306894995268462e-08	1142.1002277904327	
ZNF665	136.0	0.0	0.0	1.0	0.0	122.0	13.0	0.0	0.0	0.0	0.053750081736742304	0.4935454721487123	4.835769430573281e-06	0.013302032119818908	472	0.7360971576411177	-0.1224	0.003048205183236645	6.97525228684772e-09	1253.3467153284669	
ZNF878	51.0	5.0	1.0	0.0	0.0	42.0	3.0	0.0	0.0	0.0	0.053750081736742304	0.4935454721487123	4.835769430573281e-06	0.013302032119818908	472	0.7360971576411177	-0.1224	0.003048205183235664	6.97525228684772e-09	1253.3467153284669	
C7	227.0	1.0	0.0	1.0	0.0	210.0	10.0	0.0	5.0	0.0	0.005950434839469039	0.4398458396847767	5.07665460695744e-06	0.0005645657899703976	75	0.3108669108669109	-0.4611	0.002089033914364245	1.0337834637594897e-07	587.8681318681319	
CNOT9	32.0	3.0	0.0	0.0	0.0	27.0	2.0	0.0	0.0	0.0	0.04819198326031518	0.4862484499697943	9.07155774629732e-05	0.006588511221608218	365	0.4096660963954929	-0.0191	0.003028288097875852	9.02467099084045e-08	968.5061058344639	driver
IMPAD1	32.0	1.0	1.0	0.0	0.0	28.0	0.0	0.0	2.0	0.0	0.013600993918786374	0.4421731336378882	1.3494443589605721e-06	0.0033272533809429825	192	0.6651337792642139	-0.5437	0.002610196513418912	1.7523446330160202e-08	1218.8076923076926	
CYFIP1	108.0	6.0	0.0	0.0	0.0	95.0	5.0	0.0	2.0	0.0	0.03805662721506572	0.4862020728683156	7.057550530912459e-05	0.004857561167886299	352	0.28185200300465485	-0.0207	0.0029782828073049426	8.637041616443665e-08	847.996563573883	
KANSL3	65.0	0.0	0.0	1.0	0.0	62.0	0.0	0.0	2.0	0.0	0.009677630288367229	0.4530453845242327	1.0786983778090495e-06	0.0019263240894429854	145	0.6307225592939879	-0.6901	0.002421735946755249	2.9955957198297484e-08	1439.2297297297296	
RASSF6	37.0	0.0	0.0	0.0	0.0	34.0	2.0	0.0	1.0	0.0	0.008173674230039887	0.4608962960730539	2.460503623917932e-06	0.001442257715722042	116	0.3123870967741936	-0.6001	0.0023143527924409904	6.092599702407903e-08	1146.536	
CTDSP2	33.0	0.0	1.0	0.0	0.0	28.0	3.0	0.0	1.0	0.0	0.017655136336886156	0.4810329642677403	8.952161097469129e-06	0.0038902414050223564	244	0.4351369957317913	-0.4926	0.00273104640033449	6.697051797478171e-08	1439.7740740740744	
PTN	39.0	2.0	0.0	0.0	0.0	30.0	4.0	0.0	3.0	0.0	0.05747727718564049	0.4983705924525842	0.0005107669213126506	0.009751298141165014	406	0.24907937939416555	0.1622	0.0030592311284863448	1.7193013231991855e-07	898.2946530147896	
CHN2	60.0	1.0	0.0	0.0	0.0	52.0	2.0	0.0	5.0	0.0	0.040279866605636566	0.4904903941755669	8.543018183947631e-05	0.005409776348482255	320	0.33169147925245485	-0.0024	0.0029912141571355948	9.771854500103909e-08	890.5600649350648	
VRK1	32.0	1.0	0.0	0.0	0.0	26.0	2.0	0.0	3.0	0.0	0.037729680245864115	0.4908367301088038	3.889532827714561e-05	0.005896901462864965	354	0.30269112266512616	-0.1764	0.0029765301789692502	7.245522064231117e-08	1141.5927209705376	
SFRP4	59.0	3.0	0.0	0.0	0.0	49.0	5.0	0.0	2.0	0.0	0.01092002877133329	0.4502311066623487	5.502304004347503e-06	0.0020958887786148048	144	0.4896472116008946	-0.5027	0.0024919688162670173	7.045636401701549e-08	946.9101796407184	driver
RAD51D	13.0	0.0	0.0	0.0	0.0	11.0	2.0	0.0	0.0	0.0	0.01379716210030733	0.4475956332133345	2.8278218129713462e-06	0.0014410965280783011	186	0.5976077634845407	-0.3916	0.0026168330809988928	2.4964567204609825e-08	781.6587677725119	
POLE3	7.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	1.0	0.0	0.014385666644870202	0.4553927699362754	5.804356069371205e-06	0.0015123368313010395	186	0.4574097135740972	-0.3407	0.0026371663910680072	4.302750892870275e-08	779.8954545454545	
FCGR3A	43.0	1.0	0.0	0.0	0.0	38.0	3.0	0.0	1.0	0.0	0.05669260445955665	0.4741721443631402	5.789932192302687e-05	0.008939447229147777	395	0.332126655851853	0.1264	0.00305708604894527	4.100547742299248e-08	796.0253748558248	
PGA5	17.0	1.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0014385666644870204	0.3745897222358301	5.334428580456017e-08	0.00022932060538185612	22	0.6796536796536796	-0.7703	0.000989112186205165	1.3884535404466915e-08	714.7727272727273	
